Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
3,#18,Katsuta Takamoto  - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,13:04.0,+4.7 +  2.2,88.8 0.24,2
4,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,13:04.8,+5.5 +  0.8,88.7 0.28,2
5,#7,Loubet Pierre-Louis  - Gilsoul N. Ford Puma Rally1,RC1 M,13:06.8,+7.5 +  2.0,88.4 0.39,2
6,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,13:07.4,+8.1 +  0.6,88.4 0.42,2
7,#4,Lappi Esapekka  - Ferm Janne Hyundai i20 N Rally1,RC1 M,13:10.1,+10.8 +  2.7,88.1 0.56,2
8,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,13:10.4,+11.1 +  0.3,88.0 0.57,2
9,#25,Fourmaux Adrien  - Coria Alexandre Ford Fiesta Rally2,RC2,13:34.3,+35.0 +  23.9,85.5 1.81,2
10,#24,Mikkelsen Andreas  - Eriksen T. Škoda Fabia RS Rally2,RC2,13:36.3,+37.0 +  2.0,85.2 1.91,2
11,#21,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,13:36.4,+37.1 +  0.1,85.2 1.92,2
12,#23,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally2,RC2,13:39.5,+40.2 +  3.1,84.9 2.08,2
13,#26,Rossel Yohan  - Dunand Arnaud Citroën C3 Rally2,RC2,13:39.8,+40.5 +  0.3,84.9 2.10,2
14,#22,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,13:42.8,+43.5 +  3.0,84.6 2.25,2
15,#68,Meeke Kris  - Fulton James Hyundai i20 N Rally2,RC2,13:44.0,+44.7 +  1.2,84.5 2.31,2
16,#30,Linnamäe Georg  - Morgan James Hyundai i20 N Rally2,RC2,13:45.8,+46.5 +  1.8,84.3 2.41,2
17,#35,Bulacia Marco  - Vallejo Diego Škoda Fabia RS Rally2,RC2,13:47.6,+48.3 +  1.8,84.1 2.50,2
18,#34,Cachón Alejandro  - Jandrín Citroën C3 Rally2,RC2,13:48.1,+48.8 +  0.5,84.0 2.52,2
19,#20,Greensmith Gus  - Andersson Jonas Škoda Fabia RS Rally2,RC2,13:49.0,+49.7 +  0.9,83.9 2.57,2
20,#31,Pajari Sami  - Mälkönen Enni Škoda Fabia RS Rally2,RC2,13:50.0,+50.7 +  1.0,83.8 2.62,2
21,#27,Zaldivar F.  - Der Ohannesian M. Hyundai i20 N Rally2,RC2,13:54.2,+54.9 +  4.2,83.4 2.84,2
22,#47,Marczyk M.  - Gospodarczyk S. Škoda Fabia RS Rally2,RC2,13:55.4,+56.1 +  1.2,83.3 2.90,2
23,#37,McErlean Josh  - Rowan John Hyundai i20 N Rally2,RC2,13:59.9,+1:00.6 +  4.5,82.9 3.14,2
24,#29,Virves Robert  - Magalhães Hugo Ford Fiesta Rally2,RC2,14:03.5,+1:04.2 +  3.6,82.5 3.32,2
25,#46,Bulacia B.  - Coronado Jiménez A. Škoda Fabia Rally2 evo,RC2,14:05.2,+1:05.9 +  1.7,82.3 3.41,2
