No.,Crew,Group,ss,Race,cou,time_SS_sec
23,Matulka  J,RC3,5,Latvia,23,488.3
56,Laskowski ,RC3,5,Latvia,24,494.4
57,Kelly  Eam,RC3,5,Latvia,25,498.3
50,Tiramani  ,RC2,5,Latvia,26,501.9
37,Vaher  Jas,RC4,5,Latvia,27,509.4
47,Kogure  Hi,RC4,5,Latvia,28,515.4
26,Nore  Ola ,RC4,5,Latvia,29,515.9
48,Yamamoto  ,RC4,5,Latvia,30,516.2
28,Hansen  Vi,RC4,5,Latvia,31,516.6
52,Mauro  Ale,RC2,5,Latvia,32,517.1
54,Potiiko  S,RC2,5,Latvia,33,517.4
21,Bertolotti,RC2,5,Latvia,34,517.8
55,Korzun  An,RC2,5,Latvia,35,518.4
38,Sei  Karl-,RC4,5,Latvia,36,519.4
31,McRae  Max,RC4,5,Latvia,37,519.8
27,Maior  Nor,RC4,5,Latvia,38,520.7
30,Jalava  Mi,RC4,5,Latvia,39,523.0
49,Otake  Nao,RC4,5,Latvia,40,524.3
34,Schulz  Ti,RC4,5,Latvia,41,525.4
44,Tiits  M. ,RC4,5,Latvia,42,528.1
29,Daprà  Rob,RC4,5,Latvia,43,529.2
32,Raftery  A,RC4,5,Latvia,44,534.4
51,Uger  Serg,RC2,5,Latvia,45,535.2
58,Fontana  M,RC4,5,Latvia,46,535.8
60,Orgus  Kei,RC4,5,Latvia,47,538.7
46,Hangodi  B,RC4,5,Latvia,48,540.6
33,Zanin  Mat,RC4,5,Latvia,49,543.2
36,Andersson ,RC4,5,Latvia,50,545.6
39,Noller  Re,RC4,5,Latvia,51,549.6
41,Kramer  A.,RC4,5,Latvia,52,560.5
45,Kreuter  N,RC4,5,Latvia,53,560.7
35,Johansson ,RC4,5,Latvia,54,686.7
20,Cuzma  Bog,RC2,5,Latvia,55,713.0
40,Zeiringer ,RC4,5,Latvia,56,1109.4
59,Schwarz  F,RC4,5,Latvia,57,1109.4
61,Zakmans  I,RC2,5,Latvia,58,1860.2
4,Mabellini ,RC2,6,Latvia,1,137.9
10,Mareš  Fil,RC2,6,Latvia,2,138.3
14,Virves  Ro,RC2,6,Latvia,3,139.0
3,Llarena  E,RC2,6,Latvia,4,139.3
9,McErlean  ,RC2,6,Latvia,5,139.9
11,Cais  Erik,RC2,6,Latvia,6,139.9
1,Paddon  Ha,RC2,6,Latvia,7,140.0
2,Østberg  M,RC2,6,Latvia,8,140.6
18,Battistoll,RC2,6,Latvia,9,141.1
15,Campedelli,RC2,6,Latvia,10,141.8
6,Franceschi,RC2,6,Latvia,11,142.7
53,Terlecki  ,RC2,6,Latvia,12,142.7
5,Sesks  M. ,RC2,6,Latvia,13,143.1
12,Rådström  ,RC2,6,Latvia,14,143.7
16,László  Ma,RC2,6,Latvia,15,143.8
8,Linnamäe  ,RC2,6,Latvia,16,144.1
17,Pryce  Osi,RC2,6,Latvia,17,144.9
7,Heikkilä  ,RC2,6,Latvia,18,145.0
56,Laskowski ,RC3,6,Latvia,19,145.6
50,Tiramani  ,RC2,6,Latvia,20,146.3
19,Kołtun  J.,RC2,6,Latvia,21,146.4
24,Parys  Pio,RC3,6,Latvia,22,146.6
22,Armstrong ,RC3,6,Latvia,23,146.7
23,Matulka  J,RC3,6,Latvia,24,146.9
25,Soria  Pau,RC3,6,Latvia,25,147.8
49,Otake  Nao,RC4,6,Latvia,26,148.1
21,Bertolotti,RC2,6,Latvia,27,148.3
46,Hangodi  B,RC4,6,Latvia,28,148.9
57,Kelly  Eam,RC3,6,Latvia,29,148.9
48,Yamamoto  ,RC4,6,Latvia,30,149.0
52,Mauro  Ale,RC2,6,Latvia,31,149.1
58,Fontana  M,RC4,6,Latvia,32,149.9
47,Kogure  Hi,RC4,6,Latvia,33,151.4
36,Andersson ,RC4,6,Latvia,34,151.8
27,Maior  Nor,RC4,6,Latvia,35,152.9
38,Sei  Karl-,RC4,6,Latvia,36,153.2
29,Daprà  Rob,RC4,6,Latvia,37,153.6
54,Potiiko  S,RC2,6,Latvia,38,154.5
20,Cuzma  Bog,RC2,6,Latvia,39,155.0
31,McRae  Max,RC4,6,Latvia,40,155.3
33,Zanin  Mat,RC4,6,Latvia,41,156.3
30,Jalava  Mi,RC4,6,Latvia,42,156.7
45,Kreuter  N,RC4,6,Latvia,43,156.7
26,Nore  Ola ,RC4,6,Latvia,44,157.4
35,Johansson ,RC4,6,Latvia,45,157.6
28,Hansen  Vi,RC4,6,Latvia,46,158.9
44,Tiits  M. ,RC4,6,Latvia,47,160.7
55,Korzun  An,RC2,6,Latvia,48,161.5
41,Kramer  A.,RC4,6,Latvia,49,162.3
39,Noller  Re,RC4,6,Latvia,50,162.8
32,Raftery  A,RC4,6,Latvia,51,169.2
61,Zakmans  I,RC2,6,Latvia,52,169.3
34,Schulz  Ti,RC4,6,Latvia,53,171.4
51,Uger  Serg,RC2,6,Latvia,54,173.6
40,Zeiringer ,RC4,6,Latvia,55,748.1
59,Schwarz  F,RC4,6,Latvia,56,748.1
60,Orgus  Kei,RC4,6,Latvia,57,748.1
5,Sesks  M. ,RC2,7,Latvia,1,608.8
7,Heikkilä  ,RC2,7,Latvia,2,609.1
1,Paddon  Ha,RC2,7,Latvia,3,609.5
9,McErlean  ,RC2,7,Latvia,4,609.7
6,Franceschi,RC2,7,Latvia,5,612.8
2,Østberg  M,RC2,7,Latvia,6,616.1
10,Mareš  Fil,RC2,7,Latvia,7,619.0
14,Virves  Ro,RC2,7,Latvia,8,619.0
17,Pryce  Osi,RC2,7,Latvia,9,621.8
15,Campedelli,RC2,7,Latvia,10,621.9
11,Cais  Erik,RC2,7,Latvia,11,622.0
18,Battistoll,RC2,7,Latvia,12,622.4
4,Mabellini ,RC2,7,Latvia,13,622.7
3,Llarena  E,RC2,7,Latvia,14,623.3
8,Linnamäe  ,RC2,7,Latvia,15,624.0
12,Rådström  ,RC2,7,Latvia,16,626.1
16,László  Ma,RC2,7,Latvia,17,641.7
22,Armstrong ,RC3,7,Latvia,18,645.8
19,Kołtun  J.,RC2,7,Latvia,19,652.4
24,Parys  Pio,RC3,7,Latvia,20,657.5
25,Soria  Pau,RC3,7,Latvia,21,658.3
56,Laskowski ,RC3,7,Latvia,22,658.3
53,Terlecki  ,RC2,7,Latvia,23,661.1
23,Matulka  J,RC3,7,Latvia,24,666.2
57,Kelly  Eam,RC3,7,Latvia,25,672.6
50,Tiramani  ,RC2,7,Latvia,26,674.3
52,Mauro  Ale,RC2,7,Latvia,27,681.5
55,Korzun  An,RC2,7,Latvia,28,694.4
54,Potiiko  S,RC2,7,Latvia,29,698.4
20,Cuzma  Bog,RC2,7,Latvia,30,698.5
26,Nore  Ola ,RC4,7,Latvia,31,700.0
47,Kogure  Hi,RC4,7,Latvia,32,703.5
31,McRae  Max,RC4,7,Latvia,33,705.6
48,Yamamoto  ,RC4,7,Latvia,34,707.3
49,Otake  Nao,RC4,7,Latvia,35,708.5
58,Fontana  M,RC4,7,Latvia,36,708.9
28,Hansen  Vi,RC4,7,Latvia,37,709.9
21,Bertolotti,RC2,7,Latvia,38,713.0
44,Tiits  M. ,RC4,7,Latvia,39,714.0
30,Jalava  Mi,RC4,7,Latvia,40,714.7
34,Schulz  Ti,RC4,7,Latvia,41,716.4
27,Maior  Nor,RC4,7,Latvia,42,716.7
35,Johansson ,RC4,7,Latvia,43,722.1
29,Daprà  Rob,RC4,7,Latvia,44,726.1
59,Schwarz  F,RC4,7,Latvia,45,726.3
38,Sei  Karl-,RC4,7,Latvia,46,728.1
51,Uger  Serg,RC2,7,Latvia,47,728.2
60,Orgus  Kei,RC4,7,Latvia,48,732.7
33,Zanin  Mat,RC4,7,Latvia,49,735.4
46,Hangodi  B,RC4,7,Latvia,50,736.0
32,Raftery  A,RC4,7,Latvia,51,743.4
36,Andersson ,RC4,7,Latvia,52,746.7
39,Noller  Re,RC4,7,Latvia,53,754.6
61,Zakmans  I,RC2,7,Latvia,54,757.9
41,Kramer  A.,RC4,7,Latvia,55,767.1
45,Kreuter  N,RC4,7,Latvia,56,767.8
5,Sesks  M. ,RC2,8,Latvia,1,577.2
7,Heikkilä  ,RC2,8,Latvia,2,581.5
1,Paddon  Ha,RC2,8,Latvia,3,582.4
10,Mareš  Fil,RC2,8,Latvia,4,584.6
