Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
14,#18,Maragakis Andreas  - Argiros E. Peugeot 206,C4 F2,5:26.74,+41.02 +  0.69,91.7 4.93,7
15,#21,Polias Mihalis  - Roussaki Stella Citroën Saxo,C5 F2,5:29.86,+44.14 +  3.12,90.8 5.31,7
16,#27,Stamatakis S.  - Fakourelis F. Peugeot 106 XSi,C6 F2,5:31.03,+45.31 +  1.17,90.5 5.45,7
17,#8,Gobakis Lefteris  - Gobakis S. Honda Civic Type-R EP3,C3 F2,5:32.80,+47.08 +  1.77,90.0 5.66,7
18,#30,Manouskos Nikolaos  - Bogdanos S. Citroën Saxo VTS,C6 F2,5:35.61,+49.89 +  2.81,89.2 6.00,7
19,#26,Poulakis Mihalis  - Poulakis G. Toyota Yaris,C6 F2,5:38.93,+53.21 +  3.32,88.4 6.40,7
20,#24,Massialas Vagelis  - Massialas A. Citroën Saxo VTS,C6 F2,5:49.10,+1:03.38 +  10.17,85.8 7.62,7
21,#28,Kapsalakis D.  - Badalakis M. Ford Fiesta Mk5 ST,C3 F2,5:55.30,+1:09.58 +  6.20,84.3 8.36,7
22,#33,Stivaktakis Aris  - Roussakis E. Toyota Yaris,C6 F2,6:18.41,+1:32.69 +  23.11,79.2 11.1,7
1,#2,Aligizakis E.  - Chatzidakis M. Škoda Fabia R5,C1,4:44.10,,135.8,8
2,#1,Anapoliotakis G.  - Tsioukas A. Ford Fiesta R5,C1,4:46.21,+2.11 +  2.11,134.8 0.20,8
3,#4,Peroulakis Georgios  - Sarris E. Mitsubishi Lancer Evo VIII,C2,4:53.86,+9.76 +  7.65,131.3 0.91,8
4,#3,Ktistakis Dimitris  - Ktistakis M. Peugeot 306 S16,C3 F2,4:56.95,+12.85 +  3.09,130.0 1.20,8
5,#9,Titakis Titos  - Chalkiadakis A. Citroën DS3 R3T Max,C3 F2,5:02.38,+18.28 +  5.43,127.6 1.71,8
6,#6,Konstantinidis I.  - Kyparissas D. Citroën DS3 R3T Max,C3 F2,5:03.49,+19.39 +  1.11,127.2 1.81,8
7,#7,Frantzeskakis D.  - Klaridopoulos F. Ford Fiesta Mk5 ST,C3 F2,5:06.23,+22.13 +  2.74,126.0 2.06,8
8,#5,Kazanas Dimitris  - Makrakis T. Mitsubishi Lancer Evo IX,C2,5:06.96,+22.86 +  0.73,125.7 2.13,8
9,#20,Nikolidakis I.  - Petoussis M. Peugeot 106 S16,C5 F2,5:10.02,+25.92 +  3.06,124.5 2.42,8
10,#14,Perakis A.  - Kourougiaouris K. Peugeot 206 XS,C4 F2,5:18.28,+34.18 +  8.26,121.3 3.19,8
11,#31,Kakepakis Giannis  - Dimitriou M. Peugeot 106 Rallye,C6 F2,5:18.62,+34.52 +  0.34,121.1 3.22,8
12,#12,Mihailakis S.  - Ligopsichakis N. Citroën DS3 R3T Max,C3 F2,5:20.95,+36.85 +  2.33,120.2 3.44,8
13,#23,Kafetzakis I.  - Providakis E. Peugeot 106,C5 F2,5:24.94,+40.84 +  3.99,118.8 3.81,8
14,#18,Maragakis Andreas  - Argiros E. Peugeot 206,C4 F2,5:26.49,+42.39 +  1.55,118.2 3.95,8
15,#8,Gobakis Lefteris  - Gobakis S. Honda Civic Type-R EP3,C3 F2,5:27.51,+43.41 +  1.02,117.8 4.05,8
16,#21,Polias Mihalis  - Roussaki Stella Citroën Saxo,C5 F2,5:30.83,+46.73 +  3.32,116.7 4.36,8
17,#27,Stamatakis S.  - Fakourelis F. Peugeot 106 XSi,C6 F2,5:37.58,+53.48 +  6.75,114.3 4.99,8
18,#26,Poulakis Mihalis  - Poulakis G. Toyota Yaris,C6 F2,5:45.88,+1:01.78 +  8.30,111.6 5.76,8
19,#30,Manouskos Nikolaos  - Bogdanos S. Citroën Saxo VTS,C6 F2,5:48.32,+1:04.22 +  2.44,110.8 5.99,8
20,#28,Kapsalakis D.  - Badalakis M. Ford Fiesta Mk5 ST,C3 F2,5:52.43,+1:08.33 +  4.11,109.5 6.37,8
21,#24,Massialas Vagelis  - Massialas A. Citroën Saxo VTS,C6 F2,6:03.65,+1:19.55 +  11.22,106.1 7.42,8
22,#33,Stivaktakis Aris  - Roussakis E. Toyota Yaris,C6 F2,6:26.89,+1:42.79 +  23.24,99.7 9.59,8
