Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Quilichini J. ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,19,278.3
Venturini H.  ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,20,278.6
Gianesini Marc,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,21,278.8
Dati Emanuele ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,22,279.6
Romagna Simone,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,23,279.7
Vagnini Jader ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,24,279.9
Marrone Fabriz,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,25,280.0
Bizzarri Stefa,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,26,280.4
Cuzma Bogdan  ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,27,280.7
Squarcialupi M,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,28,280.9
Cobbe Luciano ,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,29,281.3
Callegaro Fabi,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,30,281.9
Negri Alessand,N5,4,dOrcia,6-7/04/2024,Gravel,Italy,31,281.9
Epis Filippo  ,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,32,282.5
Cazzaro Andrea,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,33,282.9
Roncoroni Marc,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,34,285.2
Rigo Riccardo ,N5,4,dOrcia,6-7/04/2024,Gravel,Italy,35,285.8
Zorzi Alessand,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,36,289.2
Ciaramitaro S.,Rally2,4,dOrcia,6-7/04/2024,Gravel,Italy,37,289.2
Prosenc Borut ,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,38,291.2
Sipsz Mauro  -,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,39,292.0
Marchioro Nico,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,40,292.2
Tosetto Paolo ,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,41,293.0
Bizzozero Davi,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,42,294.0
Frisiero Giaco,N5,4,dOrcia,6-7/04/2024,Gravel,Italy,43,294.2
Cazzaro Nicola,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,44,294.5
Bartolini Davi,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,45,296.8
Farina Fabio  ,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,46,298.5
Barone Jr.  - ,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,47,299.0
Marrone Stefan,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,48,299.5
Leuratti Giorg,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,49,299.9
Diserò Luca  -,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,50,300.3
Pierulivo Leon,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,51,301.4
Bitti Giuseppe,der 25,4,dOrcia,6-7/04/2024,Gravel,Italy,52,302.4
Da Ros Matteo ,N5,4,dOrcia,6-7/04/2024,Gravel,Italy,53,303.9
Savio Michael ,Rally5,4,dOrcia,6-7/04/2024,Gravel,Italy,54,305.2
Martinelli Sam,R3,4,dOrcia,6-7/04/2024,Gravel,Italy,55,305.4
Cocco Giovanni,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,56,306.7
Biondi S.  - S,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,57,306.8
Caldart Claudi,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,58,307.4
Stella Manuele,Rally5,4,dOrcia,6-7/04/2024,Gravel,Italy,59,307.4
Sotiropoulos N,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,60,309.1
Solitro Fabio ,Rally4,4,dOrcia,6-7/04/2024,Gravel,Italy,61,309.9
Santoni Leonar,ly4/R2,4,dOrcia,6-7/04/2024,Gravel,Italy,62,311.1
Cairoli Mirko ,ver 55,4,dOrcia,6-7/04/2024,Gravel,Italy,63,312.6
