Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Pateas A.  - P,C6,5,Olympiako,19-05-2024,Gravel,Greek Championship,27,890.49
Mourikis A.  -,C3,5,Olympiako,19-05-2024,Gravel,Greek Championship,28,895.72
Sotiropoulos N,C6,5,Olympiako,19-05-2024,Gravel,Greek Championship,29,909.8
Katevas D.  - ,C6,5,Olympiako,19-05-2024,Gravel,Greek Championship,30,919.04
Mavraganis A. ,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,31,930.8
Vassilopoulos ,2,5,Olympiako,19-05-2024,Gravel,Greek Championship,32,939.74
Tzilavis Savva,2,5,Olympiako,19-05-2024,Gravel,Greek Championship,33,966.29
Dimakopoulos K,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,34,992.01
J.J.  - Stefan,C2,5,Olympiako,19-05-2024,Gravel,Greek Championship,35,1173.1
Lathouris Pana,C4,5,Olympiako,19-05-2024,Gravel,Greek Championship,36,1204.01
Panteli Petros,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,1,660.09
Amoutzas G.  -,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,2,665.63
Halkias Efthim,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,3,671.53
Karanikolas E.,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,4,672.15
Rendina Max  -,C1,6,Olympiako,19-05-2024,Gravel,Greek Championship,5,684.96
Angelopoulos A,C5,6,Olympiako,19-05-2024,Gravel,Greek Championship,6,709.14
Tsoulos Argiri,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,7,710.75
Delaportas Gio,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,8,713.51
Panteli Chryso,C5,6,Olympiako,19-05-2024,Gravel,Greek Championship,9,723.97
Flandy  - Gira,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,10,725.63
Dimopoulos Ant,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,11,727.37
J.J.  - Stefan,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,12,727.65
Paleokostas Di,C5,6,Olympiako,19-05-2024,Gravel,Greek Championship,13,759.13
Stavropoulos D,C2,6,Olympiako,19-05-2024,Gravel,Greek Championship,14,760.12
Anastassopoulo,C4,6,Olympiako,19-05-2024,Gravel,Greek Championship,15,772.96
