Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
39,#46,Tosetto P.  - Gallinaro E. Ford Fiesta Rally3,Rally3 Under 25,7:07.7,+1:05.5 +  0.5,78.1 7.06,2
40,#55,Ancillotti L.  - Ancillotti C. Peugeot 208 Rally4,Rally4,7:07.8,+1:05.6 +  0.1,78.1 7.07,2
41,#56,Pierulivo Leonardo  - Ferrigno E. Peugeot 208 Rally4,Rally4 Under 25,7:09.1,+1:06.9 +  1.3,77.9 7.21,2
42,#47,Verbilli P.  - Montavoci S. Renault Clio R3,R3,7:09.9,+1:07.7 +  0.8,77.7 7.30,2
43,#39,Peljhan Darko  - Čar Matej Mitsubishi Lancer Evo IX,N4,7:13.3,+1:11.1 +  3.4,77.1 7.66,2
44,#83,Solitro Fabio  - Porzio Alberto Renault Clio Rally5,Rally5 Under 25,7:13.9,+1:11.7 +  0.6,77.0 7.73,2
45,#48,Giovani Giuliano  - Rossi Fabio Renault Clio R3,R3,7:15.0,+1:12.8 +  1.1,76.8 7.84,2
46,#73,Rousopoulos Christos  - Moukas E. Peugeot 208 Rally4,Rally4,7:15.1,+1:12.9 +  0.1,76.8 7.86,2
47,#85,Savio Michael  - De Bernardini N. Renault Clio Rally5,Rally5,7:17.1,+1:14.9 +  2.0,76.4 8.07,2
48,#84,Nannetti Filippo  - Tasi Alessia Renault Clio Rally5,Rally5,7:20.2,+1:18.0 +  3.1,75.9 8.41,2
49,#76,Ricciardi Franco  - Bartolucci M. Peugeot 208 R2,Rally4/R2,7:21.6,+1:19.4 +  1.4,75.7 8.56,2
50,#45,Casarin Matteo  - De Bastiani Sara Mitsubishi Lancer Evo VII,N4,7:24.1,+1:21.9 +  2.5,75.2 8.83,2
51,#75,Frare Luca  - Rücker S. Peugeot 208 R2,Rally4/R2,7:28.8,+1:26.6 +  4.7,74.4 9.33,2
52,#89,Lanci Maicol  - De Luca Fabio Citroën Saxo VTS,N2,7:30.0,+1:27.8 +  1.2,74.2 9.46,2
53,#79,Cerroni Wiliam  - Cicciarelli F. Renault Clio RS Light,N3,7:35.2,+1:33.0 +  5.2,73.4 10.0,2
54,#38,Santoro Luca  - Bragaglia Davide Mitsubishi Lancer Evo IX,N4,7:39.1,+1:36.9 +  3.9,72.8 10.4,2
55,#81,Arati Mauro  - Musolesi Andrea Renault Clio RS,N3,7:39.2,+1:37.0 +  0.1,72.8 10.5,2
56,#78,Ongaro Germano  - Toffano Mattia Renault Clio RS,N3,7:53.5,+1:51.3 +  14.3,70.6 12.0,2
57,#88,Pregheffi M.  - Lamberti Zanardi A. Mini Cooper S,RSTB 1.6,7:56.6,+1:54.4 +  3.1,70.1 12.3,2
58,#77,Bentivogli Giacomo  - Guzzi G. Seat Ibiza 2.0 GTi 16V,A7 Under 25,7:57.2,+1:55.0 +  0.6,70.0 12.4,2
59,#91,Olevano Emmanuele  - De Filippi S. Suzuki Swift Sport MK4,N2 Under 25,8:21.3,+2:19.1 +  24.1,66.6 15.0,2
1,#9,Todeschini F.  - De Castelli S. Hyundai i20 N Rally2,R5/Rally2,4:12.2,,75.5,3
2,#3,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia Rally2 evo,R5/Rally2,4:13.6,+1.4 +  1.4,75.1 0.26,3
3,#19,Bresolin Edoardo  - Pollet Rudy Škoda Fabia Rally2 evo,R5/Rally2,4:15.9,+3.7 +  2.3,74.4 0.70,3
4,#12,Dati Emanuele  - Ciucci Giacomo Škoda Fabia Rally2 evo,R5/Rally2,4:17.6,+5.4 +  1.7,73.9 1.02,3
5,#18,Quilichini J.  - Belhacène M. Škoda Fabia R5,R5/Rally2,4:17.7,+5.5 +  0.1,73.9 1.04,3
6,#1,Andreucci Paolo  - Briani Rudy Škoda Fabia Rally2 evo,R5/Rally2 Over 55,4:17.8,+5.6 +  0.1,73.9 1.06,3
7,#2,Ciuffi Tommaso  - Cigni Pietro Škoda Fabia Rally2 evo,R5/Rally2,4:19.8,+7.6 +  2.0,73.3 1.44,3
8,#8,Oldrati Enrico  - De Guio Elia Škoda Fabia Rally2 evo,R5/Rally2,4:21.8,+9.6 +  2.0,72.7 1.81,3
9,#26,Griotti Daniele  - Grimaldi Fabio Škoda Fabia Rally2 evo,R5/Rally2 Over 55,4:23.5,+11.3 +  1.7,72.3 2.14,3
10,#11,Grossi A.  - Cardinali F. Škoda Fabia R5,R5/Rally2 Under 25,4:26.1,+13.9 +  2.6,71.6 2.63,3
11,#15,Hoelbling Luca  - Righetti Stefano Škoda Fabia Rally2 evo,R5/Rally2,4:26.9,+14.7 +  0.8,71.4 2.78,3
11,#29,Aligizakis E.  - Amaxopoulos D. Škoda Fabia R5,R5/Rally2,4:26.9,+14.7 +  0.0,71.4 2.78,3
13,#31,Tavelli Gianluca  - Cottellero N. Škoda Fabia Rally2 evo,R5/Rally2,4:29.6,+17.4 +  2.7,70.6 3.29,3
14,#42,Temeroli Simone  - Simoncini D. Mitsubishi Lancer Evo IX,N4,4:29.9,+17.7 +  0.3,70.6 3.35,3
15,#6,Vagnini Jader  - Musiari Martina Škoda Fabia R5,R5/Rally2,4:30.6,+18.4 +  0.7,70.4 3.48,3
16,#51,Fontana Matteo  - Arnaboldi A. Peugeot 208 Rally4,Rally4 Under 25,4:30.7,+18.5 +  0.1,70.4 3.50,3
17,#25,Roncoroni Marco  - Brusadelli P. Škoda Fabia Rally2 evo,R5/Rally2,4:32.2,+20.0 +  1.5,70.0 3.78,3
18,#21,Epis Filippo  - Zanni Gabriele Škoda Fabia R5,R5/Rally2,4:32.7,+20.5 +  0.5,69.8 3.88,3
19,#49,Cogni Giorgio  - Colapietro Andrea Peugeot 208 Rally4,Rally4,4:37.7,+25.5 +  5.0,68.6 4.82,3
20,#32,Avandero Stefano  - Tricoli G. Citroën C3 Rally2,R5/Rally2,4:38.1,+25.9 +  0.4,68.5 4.90,3
21,#54,Pesavento Davide  - Zaramella M. Peugeot 208 Rally4,Rally4 Under 25,4:40.8,+28.6 +  2.7,67.8 5.41,3
22,#55,Ancillotti L.  - Ancillotti C. Peugeot 208 Rally4,Rally4,4:41.2,+29.0 +  0.4,67.7 5.48,3
23,#37,Mattonen  - Taglienti Giulia Mitsubishi Lancer Evo X,N4,4:41.6,+29.4 +  0.4,67.6 5.56,3
24,#39,Peljhan Darko  - Čar Matej Mitsubishi Lancer Evo IX,N4,4:41.8,+29.6 +  0.2,67.6 5.60,3
25,#86,Prosenc Borut  - Selan Blaž Renault Clio Rally5,Rally5,4:42.6,+30.4 +  0.8,67.4 5.75,3
26,#35,Rossetto Alessandro  - Lazzer M. Volkswagen Polo MK5 N5,N5,4:43.5,+31.3 +  0.9,67.2 5.92,3
27,#74,Zorzi Alessandro  - Franzoni R. Peugeot 208 R2,Rally4/R2,4:43.6,+31.4 +  0.1,67.2 5.94,3
28,#44,Piccolotto Michele  - Marchiori M. Mitsubishi Lancer Evo X,N4,4:44.6,+32.4 +  1.0,66.9 6.12,3
29,#41,Milani Michele  - Camazzola C. Mitsubishi Lancer Evo VII,N4,4:45.0,+32.8 +  0.4,66.8 6.20,3
30,#53,Diserò Luca  - Manocchi Giada Peugeot 208 Rally4,Rally4,4:45.5,+33.3 +  0.5,66.7 6.29,3
31,#59,Bartolini Davide  - Selva Roberto Peugeot 208 Rally4,Rally4,4:45.8,+33.6 +  0.3,66.6 6.35,3
32,#56,Pierulivo Leonardo  - Ferrigno E. Peugeot 208 Rally4,Rally4 Under 25,4:48.1,+35.9 +  2.3,66.1 6.79,3
33,#57,Stella Manuele  - Refondini Sara Peugeot 208 Rally4,Rally4,4:48.3,+36.1 +  0.2,66.1 6.82,3
34,#43,Marrini Stefano  - Valentini S. Mitsubishi Lancer Evo IX,N4,4:48.4,+36.2 +  0.1,66.0 6.84,3
35,#28,Barni Maurizio  - Zanella Flavio Škoda Fabia Rally2 evo,R5/Rally2,4:49.6,+37.4 +  1.2,65.8 7.07,3
36,#58,Brancadori Alberto  - Pollini C. Peugeot 208 Rally4,Rally4 Over 55,4:49.7,+37.5 +  0.1,65.7 7.09,3
37,#72,Leuratti Giorgio  - Del Rio L. Peugeot 208 Rally4,Rally4,4:51.4,+39.2 +  1.7,65.4 7.41,3
38,#83,Solitro Fabio  - Porzio Alberto Renault Clio Rally5,Rally5 Under 25,4:51.5,+39.3 +  0.1,65.3 7.43,3
39,#33,Rigo Riccardo  - Darderi Daiana Citroën DS3 N5,N5,4:52.1,+39.9 +  0.6,65.2 7.54,3
40,#47,Verbilli P.  - Montavoci S. Renault Clio R3,R3,4:52.3,+40.1 +  0.2,65.2 7.58,3
41,#84,Nannetti Filippo  - Tasi Alessia Renault Clio Rally5,Rally5,4:52.5,+40.3 +  0.2,65.1 7.62,3
42,#76,Ricciardi Franco  - Bartolucci M. Peugeot 208 R2,Rally4/R2,4:53.8,+41.6 +  1.3,64.8 7.86,3
43,#85,Savio Michael  - De Bernardini N. Renault Clio Rally5,Rally5,4:54.7,+42.5 +  0.9,64.6 8.03,3
44,#82,Lani Alessandro  - Amaducci Gianni Peugeot 206 RC,A7 Under 25,4:55.0,+42.8 +  0.3,64.6 8.09,3
45,#73,Rousopoulos Christos  - Moukas E. Peugeot 208 Rally4,Rally4,4:55.5,+43.3 +  0.5,64.4 8.19,3
46,#22,Squarcialupi M.  - Squarcialupi G. Hyundai i20 N Rally2,R5/Rally2,4:56.1,+43.9 +  0.6,64.3 8.30,3
47,#45,Casarin Matteo  - De Bastiani Sara Mitsubishi Lancer Evo VII,N4,4:56.9,+44.7 +  0.8,64.1 8.45,3
48,#75,Frare Luca  - Rücker S. Peugeot 208 R2,Rally4/R2,4:58.7,+46.5 +  1.8,63.8 8.79,3
49,#48,Giovani Giuliano  - Rossi Fabio Renault Clio R3,R3,4:58.8,+46.6 +  0.1,63.7 8.81,3
50,#34,Travaglia Aronne  - Brachi Simone Ford Fiesta N5,N5,5:00.1,+47.9 +  1.3,63.5 9.05,3
51,#89,Lanci Maicol  - De Luca Fabio Citroën Saxo VTS,N2,5:02.6,+50.4 +  2.5,62.9 9.53,3
52,#38,Santoro Luca  - Bragaglia Davide Mitsubishi Lancer Evo IX,N4,5:09.9,+57.7 +  7.3,61.5 10.9,3
53,#79,Cerroni Wiliam  - Cicciarelli F. Renault Clio RS Light,N3,5:16.5,+1:04.3 +  6.6,60.2 12.2,3
54,#77,Bentivogli Giacomo  - Guzzi G. Seat Ibiza 2.0 GTi 16V,A7 Under 25,5:18.3,+1:06.1 +  1.8,59.8 12.5,3
55,#78,Ongaro Germano  - Toffano Mattia Renault Clio RS,N3,5:19.4,+1:07.2 +  1.1,59.6 12.7,3
56,#88,Pregheffi M.  - Lamberti Zanardi A. Mini Cooper S,RSTB 1.6,5:19.6,+1:07.4 +  0.2,59.6 12.7,3
57,#81,Arati Mauro  - Musolesi Andrea Renault Clio RS,N3,5:20.5,+1:08.3 +  0.9,59.4 12.9,3
58,#91,Olevano Emmanuele  - De Filippi S. Suzuki Swift Sport MK4,N2 Under 25,5:47.1,+1:34.9 +  26.6,54.9 17.9,3
1,#3,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia Rally2 evo,R5/Rally2,6:12.8,,86.0,4
2,#1,Andreucci Paolo  - Briani Rudy Škoda Fabia Rally2 evo,R5/Rally2 Over 55,6:13.5,+0.7 +  0.7,85.9 0.08,4
3,#9,Todeschini F.  - De Castelli S. Hyundai i20 N Rally2,R5/Rally2,6:15.3,+2.5 +  1.8,85.5 0.28,4
4,#8,Oldrati Enrico  - De Guio Elia Škoda Fabia Rally2 evo,R5/Rally2,6:17.9,+5.1 +  2.6,84.9 0.57,4
5,#12,Dati Emanuele  - Ciucci Giacomo Škoda Fabia Rally2 evo,R5/Rally2,6:20.9,+8.1 +  3.0,84.2 0.91,4
6,#6,Vagnini Jader  - Musiari Martina Škoda Fabia R5,R5/Rally2,6:21.0,+8.2 +  0.1,84.2 0.92,4
7,#19,Bresolin Edoardo  - Pollet Rudy Škoda Fabia Rally2 evo,R5/Rally2,6:21.9,+9.1 +  0.9,84.0 1.02,4
8,#18,Quilichini J.  - Belhacène M. Škoda Fabia R5,R5/Rally2,6:22.0,+9.2 +  0.1,84.0 1.03,4
9,#11,Grossi A.  - Cardinali F. Škoda Fabia R5,R5/Rally2 Under 25,6:24.1,+11.3 +  2.1,83.5 1.27,4
10,#15,Hoelbling Luca  - Righetti Stefano Škoda Fabia Rally2 evo,R5/Rally2,6:28.6,+15.8 +  4.5,82.5 1.77,4
11,#2,Ciuffi Tommaso  - Cigni Pietro Škoda Fabia Rally2 evo,R5/Rally2,6:33.6,+20.8 +  5.0,81.5 2.33,4
12,#21,Epis Filippo  - Zanni Gabriele Škoda Fabia R5,R5/Rally2,6:35.1,+22.3 +  1.5,81.2 2.50,4
