Pos.,No,Crew,Gr/Cl,ss_time,Diff,Speed,ss
57,#79,Coyne John  - Treacy Eoin Hyundai i20 N Rally2,RC2,7:07.8,+1:31.7 +  3.0,99.1 7.78,2
58,#77,Strobl Alexander  - Kachel André Ford Fiesta R5,RC2,7:13.4,+1:37.3 +  5.6,97.8 8.26,2
59,#67,McCormack Enda  - McCormack Liam Hyundai i20 N Rally2,RC2,7:17.3,+1:41.2 +  3.9,97.0 8.59,2
60,#78,Salin Daniel  - Salin Brigitte Škoda Fabia R5,RC2,7:29.0,+1:52.9 +  11.7,94.4 9.58,2
61,#80,Hytönen Kari  - Nisula Suvi Ford Fiesta R2,RC4,7:29.1,+1:53.0 +  0.1,94.4 9.59,2
62,#81,Kaisanlahti Raimo  - Öhman Patric Ford Fiesta Rally4,RC4,7:46.5,+2:10.4 +  17.4,90.9 11.1,2
63,#82,Hiltunen Peter  - Tiainen Pentti Renault Clio Rally4,RC4,7:50.9,+2:14.8 +  4.4,90.1 11.4,2
1,#69,Rovanperä Kalle  - Halttunen J. Toyota GR Yaris Rally1,RC1 M,5:57.8,,143.0,3
2,#33,Evans Elfyn  - Martin Scott Toyota GR Yaris Rally1,RC1 M,5:59.6,+1.8 +  1.8,142.3 0.13,3
3,#11,Neuville Thierry  - Wydaeghe M. Hyundai i20 N Rally1,RC1 M,6:02.2,+4.4 +  2.6,141.2 0.31,3
4,#4,Lappi Esapekka  - Ferm Janne Hyundai i20 N Rally1,RC1 M,6:02.9,+5.1 +  0.7,141.0 0.36,3
5,#3,Suninen Teemu  - Markkula Mikko Hyundai i20 N Rally1,RC1 M,6:05.2,+7.4 +  2.3,140.1 0.52,3
5,#18,Katsuta Takamoto  - Johnston Aaron Toyota GR Yaris Rally1,RC1 M,6:05.2,+7.4 +  0.0,140.1 0.52,3
7,#97,Latvala Jari-Matti  - Hänninen J. Toyota GR Yaris Rally1,RC1,6:11.9,+14.1 +  6.7,137.6 0.99,3
8,#28,Huttunen Jari  - Haapala Antti Škoda Fabia RS Rally2,RC2,6:28.5,+30.7 +  16.6,131.7 2.16,3
9,#27,Pajari Sami  - Mälkönen Enni Škoda Fabia RS Rally2,RC2,6:29.5,+31.7 +  1.0,131.3 2.23,3
10,#21,Solberg Oliver  - Edmondson E. Škoda Fabia RS Rally2,RC2,6:31.0,+33.2 +  1.5,130.8 2.34,3
11,#23,Lindholm Emil  - Hämäläinen R. Hyundai i20 N Rally2,RC2,6:32.0,+34.2 +  1.0,130.5 2.41,3
12,#24,Mikkelsen Andreas  - Eriksen T. Škoda Fabia RS Rally2,RC2,6:33.1,+35.3 +  1.1,130.1 2.48,3
13,#30,Heikkilä Mikko  - Vaaleri Samu Škoda Fabia RS Rally2,RC2,6:33.2,+35.4 +  0.1,130.1 2.49,3
14,#25,Gryazin Nikolay  - Aleksandrov K. Škoda Fabia RS Rally2,RC2,6:33.4,+35.6 +  0.2,130.0 2.51,3
15,#26,Fourmaux Adrien  - Coria Alexandre Ford Fiesta Rally2,RC2,6:34.2,+36.4 +  0.8,129.8 2.56,3
16,#22,Greensmith Gus  - Andersson Jonas Škoda Fabia RS Rally2,RC2,6:34.4,+36.6 +  0.2,129.7 2.58,3
17,#34,Linnamäe Georg  - Morgan James Hyundai i20 N Rally2,RC2,6:35.0,+37.2 +  0.6,129.5 2.62,3
18,#32,Bulacia Marco  - Vallejo Diego Škoda Fabia RS Rally2,RC2,6:35.8,+38.0 +  0.8,129.2 2.67,3
19,#39,McErlean Josh  - Fulton James Hyundai i20 N Rally2,RC2,6:36.2,+38.4 +  0.4,129.1 2.70,3
20,#52,Korhonen Roope  - Viinikka Anssi Volkswagen Polo GTI R5,RC2,6:38.5,+40.7 +  2.3,128.4 2.86,3
21,#29,Joona Lauri  - Shemeikka Tuukka Škoda Fabia RS Rally2,RC2,6:38.9,+41.1 +  0.4,128.2 2.89,3
22,#36,Marczyk M.  - Gospodarczyk S. Škoda Fabia RS Rally2,RC2,6:40.5,+42.7 +  1.6,127.7 3.00,3
23,#35,Zaldivar F.  - Der Ohannesian M. Hyundai i20 N Rally2,RC2,6:40.7,+42.9 +  0.2,127.7 3.02,3
24,#41,Tahko Riku  - Soininen Markus Hyundai i20 N Rally2,RC2,6:45.0,+47.2 +  4.3,126.3 3.32,3
