No.,Crew,Group,ss,Race,cou,time_SS_sec
28,Huttunen  ,RC2,6,Finland,8,357.5
25,Gryazin  N,RC2,6,Finland,9,359.7
23,Lindholm  ,RC2,6,Finland,10,360.3
30,Heikkilä  ,RC2,6,Finland,11,361.8
26,Fourmaux  ,RC2,6,Finland,12,362.0
24,Mikkelsen ,RC2,6,Finland,13,362.6
29,Joona  Lau,RC2,6,Finland,14,362.6
35,Zaldivar  ,RC2,6,Finland,15,363.0
21,Solberg  O,RC2,6,Finland,16,364.1
52,Korhonen  ,RC2,6,Finland,17,364.9
39,McErlean  ,RC2,6,Finland,18,365.9
36,Marczyk  M,RC2,6,Finland,19,366.1
34,Linnamäe  ,RC2,6,Finland,20,366.3
22,Greensmith,RC2,6,Finland,21,367.1
20,Rossel  Yo,RC2,6,Finland,22,368.4
40,Munster  G,RC2,6,Finland,23,368.8
37,Bulacia  B,RC2,6,Finland,24,369.3
44,Ciamin  Ni,RC2,6,Finland,25,374.2
38,Fernàndez ,RC2,6,Finland,26,376.8
41,Tahko  Rik,RC2,6,Finland,27,377.1
65,Rytkönen  ,RC2,6,Finland,28,379.6
32,Bulacia  M,RC2,6,Finland,29,383.7
53,Korhola  B,RC3,6,Finland,30,385.3
57,Kallio  Je,RC3,6,Finland,31,388.4
48,Kelly  Eam,RC2,6,Finland,32,396.4
68,Manninen  ,RC3,6,Finland,33,403.1
75,Cartier  V,RC2,6,Finland,34,404.4
46,Villanueva,RC2,6,Finland,35,407.3
59,Timonen  H,RC3,6,Finland,36,411.9
72,Kogure  Hi,RC4,6,Finland,37,412.3
71,Yamamoto  ,RC4,6,Finland,38,412.4
55,Türkkan  A,RC3,6,Finland,39,413.7
70,Räikkönen ,RC4,6,Finland,40,417.5
45,Jylhä  Tom,RC2,6,Finland,41,419.2
74,Fontana  M,RC4,6,Finland,42,419.5
66,Tuuri  Jar,RC2,6,Finland,43,420.6
76,Rowley  Pa,RC2,6,Finland,44,427.6
73,Otake  Nao,RC4,6,Finland,45,428.2
56,Kohn  Fili,RC3,6,Finland,46,430.2
62,Vihtari  T,RC3,6,Finland,47,430.3
60,Cumiskey  ,RC3,6,Finland,48,432.7
61,Laakso  Vi,RC3,6,Finland,49,436.3
63,Paciorkows,RC3,6,Finland,50,442.8
77,Strobl  A.,RC2,6,Finland,51,444.4
79,Coyne  Joh,RC2,6,Finland,52,446.1
67,McCormack ,RC2,6,Finland,53,446.7
49,Díaz Aboit,RC2,6,Finland,54,447.9
