Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
53, Sebastiano CIATO Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:37.2,+00:03:09.6,13
54, Jérôme AYMARD Sandrine AYMARD,Renault Clio RS,80,00:12:39.6,+00:03:12,13
55, Julien CHARNAY Maxime GOMEZ,Renault Clio RS Line,87,00:12:41.1,+00:03:13.5,13
56, Lilian VIALLE Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:45.8,+00:03:18.2,13
57, Henk VOSSEN Annemieke HULZEBOS,Ford Fiesta,50,00:12:47.3,+00:03:19.7,13
58, Filippo MARCHINO Pietro Elia OMETTO,Skoda Fabia,47,00:12:49.2,+00:03:21.6,13
59, Gilles MICHELLIER Christophe RICHARD,Peugeot 208 Rally4,79,00:12:59.7,+00:03:32.1,13
60, Grégory DAL ZOTTO Hervé DUBREUIL,Peugeot 208 Rally4,70,00:13:00.5,+00:03:32.9,13
61, Giorgio MARAZZATO Elisa SOMMARIVA,Peugeot 208,77,00:13:25.1,+00:03:57.5,13
62, Christophe BERARD Christophe BERNABO,Renault Clio RS Line,85,00:13:52.4,+00:04:24.8,13
63, Jérémie MALLARD Alexis MAREST-CECCALDI,Ford Fiesta,72,00:14:26.6,+00:04:59,13
64, Jean-Paul PALMERO Mattia PASTORINO,Peugeot 208 Rally4,81,00:15:16.9,+00:05:49.3,13
65, Grégory FONTALBA Stéphan HERMET,Alpine A110,65,00:16:06.1,+00:06:38.5,13
66, Marc DESSI Pamela DESSI,Renault Clio RS Line,86,00:19:27,+00:09:59.4,13
67, Pierre-Louis LOUBET Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:19:27.6,+00:10:00,13
68, Joshua MCERLEAN John ROWAN,Hyundai i20 N,31,00:19:59.4,+00:10:31.8,13
69, Frédéric ROSATI Philippe MARCHETTO,Hyundai i20 N,44,00:19:59.4,+00:10:31.8,13
70, Baudouin BAUGÉ Nicolas BLANC,Peugeot 208 Rally4,71,00:21:30.5,+00:12:02.9,13
71, Pierre TANCI Sébastien MALET,Skoda Fabia,60,00:38:33.6,+00:29:06,13
72, Richard FRAU Stephane MARQUEZ,Alpine A110,63,,+,13
73, Jonathan HIRSCHI Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,13
