Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
17, Grégoire MUNSTER Louis LOUKA,Ford Fiesta MkII,25,00:08:58.8,+00:00:34.8,8
18, Christopher INGRAM Craig DREW,Skoda Fabia Evo,28,00:09:03.3,+00:00:39.3,8
19, Alejandro CACHÓN Alejandro LÓPEZ,Citroen C3,35,00:09:06.4,+00:00:42.4,8
20, Sean JOHNSTON Alexander KIHURANI,Citroen C3,29,00:09:06.4,+00:00:42.4,8
21, Joshua MCERLEAN John ROWAN,Hyundai i20 N,31,00:09:08.9,+00:00:44.9,8
22, François DELECOUR Sabrina DE CASTELLI,Skoda Fabia RS,37,00:09:09.2,+00:00:45.2,8
23, William CREIGHTON Liam REGAN,Hyundai i20 N,32,00:09:11.9,+00:00:47.9,8
24, Mauro MIELE Luca BELTRAME,Skoda Fabia RS,36,00:09:26.1,+00:01:02.1,8
25, Bruno RIBERI Florian HAUT-LABOURDETTE,Skoda Fabia Evo,59,00:09:35.9,+00:01:11.9,8
26, Matteo GAMBA Nicolò GONELLA,Skoda Fabia Evo,52,00:09:41.3,+00:01:17.3,8
27, Alessandro GINO Daniele MICHI,Citroen C3,53,00:09:43.6,+00:01:19.6,8
28, Romain HAUT-LABOURDETTE Fabien TARDITO,Skoda Fabia,58,00:09:44.8,+00:01:20.8,8
29, Christian MERLI Marco ZORTEA,Skoda Fabia Evo,49,00:09:45.1,+00:01:21.1,8
30, Jourdan SERDERIDIS Frédéric MICLOTTE,Ford Puma Rally1 HYBRID,9,00:09:50.5,+00:01:26.5,8
31, Johannes KEFERBÖCK Ilka MINOR,Skoda Fabia Evo,39,00:09:51.1,+00:01:27.1,8
32, Jonathan HIRSCHI Michaël VOLLUZ,Volkswagen Polo GTI,51,00:09:52.3,+00:01:28.3,8
33, Baudouin BAUGÉ Nicolas BLANC,Peugeot 208 Rally4,71,00:09:58.6,+00:01:34.6,8
34, Philippe BAFFOUN Charlyne QUARTINI,Citroen C3,54,00:10:04.6,+00:01:40.6,8
35, Mickaël PRÉVALET Jofrey COURTET,Peugeot 208 Rally4,76,00:10:06.1,+00:01:42.1,8
36, Luc PISTACHI Laëtitia AUTHIER,Skoda Fabia Evo,57,00:10:08.4,+00:01:44.4,8
37, Loïc PANAGIOTIS Caroline GODDI,Alpine A110,67,00:10:10.2,+00:01:46.2,8
38, Jean Charles ALBERTINI Patrick CHIAPPE,Skoda Fabia Evo,56,00:10:13.8,+00:01:49.8,8
39, Ghjuvanni ROSSI Maxime MARTINI,Peugeot 208 Rally4,78,00:10:13.8,+00:01:49.8,8
40, Yanis DESANGLES Nicolas THERON,Skoda Fabia,55,00:10:15.7,+00:01:51.7,8
41, Lorenzo BONTEMPELLI Giovanni PINA,Skoda Fabia Evo,40,00:10:19.9,+00:01:55.9,8
42, Eric ROYERE Gilbert DINI,Alpine A110,64,00:10:27.8,+00:02:03.8,8
43, Simone NIBOLI Battista BRUNETTI,Skoda Fabia Evo,46,00:10:28.1,+00:02:04.1,8
44, Eamonn BOLAND MJ ,Citroen C3,42,00:10:33.9,+00:02:09.9,8
45, Wolfgang IRLACHER Elke IRLACHER,Peugeot 208 Rally4,68,00:10:34.2,+00:02:10.2,8
46, Massimiliano PEDALÀ Denis PICENO,Opel Corsa Rally4,73,00:10:35.3,+00:02:11.3,8
47, Matteo FONTANA Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:10:36.4,+00:02:12.4,8
48, David FERRARO Michel CORNEGLIO,Alpine A110,66,00:10:38,+00:02:14,8
49, Zoltán LÁSZLÓ Gábor ZSIROS,Skoda Fabia Evo,61,00:10:41.4,+00:02:17.4,8
50, Jérémy PRAT Yves SEMETE,Renault Clio RS Line,82,00:10:46.3,+00:02:22.3,8
51, Silvano PATERA Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:10:51.9,+00:02:27.9,8
52, Pierre TANCI Sébastien MALET,Skoda Fabia,60,00:10:53.7,+00:02:29.7,8
53, Nicolas RESSEGAIRE Marina MICHELI,Renault Clio RS Line,84,00:10:55.4,+00:02:31.4,8
54, Pierre-Louis LOUBET Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:11:09.7,+00:02:45.7,8
55, Jérôme AYMARD Sandrine AYMARD,Renault Clio RS,80,00:11:11,+00:02:47,8
56, Julien CHARNAY Maxime GOMEZ,Renault Clio RS Line,87,00:11:13,+00:02:49,8
57, Filippo MARCHINO Pietro Elia OMETTO,Skoda Fabia,47,00:11:16.7,+00:02:52.7,8
58, Lilian VIALLE Manuel GHIRARDELLO,Renault Clio RS Line,83,00:11:20.5,+00:02:56.5,8
59, Richard FRAU Stephane MARQUEZ,Alpine A110,63,00:11:44.7,+00:03:20.7,8
60, Henk VOSSEN Annemieke HULZEBOS,Ford Fiesta,50,00:11:46.2,+00:03:22.2,8
61, Gilles MICHELLIER Christophe RICHARD,Peugeot 208 Rally4,79,00:11:48.8,+00:03:24.8,8
62, Christophe BERARD Christophe BERNABO,Renault Clio RS Line,85,00:12:13.4,+00:03:49.4,8
63, Jérémie MALLARD Alexis MAREST-CECCALDI,Ford Fiesta,72,00:12:53.7,+00:04:29.7,8
64, Jean-Paul PALMERO Mattia PASTORINO,Peugeot 208 Rally4,81,00:13:25.6,+00:05:01.6,8
65, Marc DESSI Pamela DESSI,Renault Clio RS Line,86,00:13:34.8,+00:05:10.8,8
66, Sebastiano CIATO Andrea BUDOIA,Peugeot 208 Rally4,75,00:18:08.3,+00:09:44.3,8
67, Olivier BURRI Anderson LEVRATTI,Hyundai i20 N,38,00:18:51.3,+00:10:27.3,8
68, Daniel ALONSO Adrián PÉREZ,Citroen C3,41,00:18:51.3,+00:10:27.3,8
69, Frédéric ROSATI Philippe MARCHETTO,Hyundai i20 N,44,00:18:51.3,+00:10:27.3,8
70, Fabrizio ARENGI Massimiliano BOSI,Skoda Fabia Evo,48,00:18:51.3,+00:10:27.3,8
71, Grégory DAL ZOTTO Hervé DUBREUIL,Peugeot 208 Rally4,70,00:19:58.6,+00:11:34.6,8
72, Giorgio MARAZZATO Elisa SOMMARIVA,Peugeot 208,77,00:19:58.6,+00:11:34.6,8
73, Grégory FONTALBA Stéphan HERMET,Alpine A110,65,00:20:10.2,+00:11:46.2,8
74, Pierre PERGOLA Fabrice CORONA,Volkswagen Polo GTI,62,,+,8
