Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
31, Romain HAUT-LABOURDETTE Fabien TARDITO,Skoda Fabia,58,00:10:34.8,+00:01:33,12
32, Philippe BAFFOUN Charlyne QUARTINI,Citroen C3,54,00:10:37.8,+00:01:36,12
33, Grégory FONTALBA Stéphan HERMET,Alpine A110,65,00:10:39.8,+00:01:38,12
34, Loïc PANAGIOTIS Caroline GODDI,Alpine A110,67,00:10:40.9,+00:01:39.1,12
35, Eamonn BOLAND MJ ,Citroen C3,42,00:10:43.3,+00:01:41.5,12
36, Mickaël PRÉVALET Jofrey COURTET,Peugeot 208 Rally4,76,00:10:46.7,+00:01:44.9,12
37, Luc PISTACHI Laëtitia AUTHIER,Skoda Fabia Evo,57,00:10:50.7,+00:01:48.9,12
38, Frédéric ROSATI Philippe MARCHETTO,Hyundai i20 N,44,00:10:53.7,+00:01:51.9,12
39, Ghjuvanni ROSSI Maxime MARTINI,Peugeot 208 Rally4,78,00:10:55.8,+00:01:54,12
40, Yanis DESANGLES Nicolas THERON,Skoda Fabia,55,00:10:57.8,+00:01:56,12
41, Pierre TANCI Sébastien MALET,Skoda Fabia,60,00:10:59.6,+00:01:57.8,12
42, Zoltán LÁSZLÓ Gábor ZSIROS,Skoda Fabia Evo,61,00:11:01.5,+00:01:59.7,12
43, Jean Charles ALBERTINI Patrick CHIAPPE,Skoda Fabia Evo,56,00:11:04.6,+00:02:02.8,12
44, Fabrizio ARENGI Massimiliano BOSI,Skoda Fabia Evo,48,00:11:04.6,+00:02:02.8,12
45, Baudouin BAUGÉ Nicolas BLANC,Peugeot 208 Rally4,71,00:11:06.9,+00:02:05.1,12
46, Lorenzo BONTEMPELLI Giovanni PINA,Skoda Fabia Evo,40,00:11:07.6,+00:02:05.8,12
47, Eric ROYERE Gilbert DINI,Alpine A110,64,00:11:08.5,+00:02:06.7,12
48, Silvano PATERA Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:11:10.8,+00:02:09,12
49, David FERRARO Michel CORNEGLIO,Alpine A110,66,00:11:12.3,+00:02:10.5,12
50, Simone NIBOLI Battista BRUNETTI,Skoda Fabia Evo,46,00:11:13.7,+00:02:11.9,12
51, Massimiliano PEDALÀ Denis PICENO,Opel Corsa Rally4,73,00:11:16.8,+00:02:15,12
52, Wolfgang IRLACHER Elke IRLACHER,Peugeot 208 Rally4,68,00:11:28.8,+00:02:27,12
53, Matteo FONTANA Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:11:29.9,+00:02:28.1,12
54, Nicolas RESSEGAIRE Marina MICHELI,Renault Clio RS Line,84,00:11:31.8,+00:02:30,12
55, Jérémy PRAT Yves SEMETE,Renault Clio RS Line,82,00:11:40.6,+00:02:38.8,12
56, Filippo MARCHINO Pietro Elia OMETTO,Skoda Fabia,47,00:11:45.1,+00:02:43.3,12
57, Henk VOSSEN Annemieke HULZEBOS,Ford Fiesta,50,00:11:56.7,+00:02:54.9,12
58, Julien CHARNAY Maxime GOMEZ,Renault Clio RS Line,87,00:11:57.4,+00:02:55.6,12
59, Sebastiano CIATO Andrea BUDOIA,Peugeot 208 Rally4,75,00:12:01.2,+00:02:59.4,12
60, Jérôme AYMARD Sandrine AYMARD,Renault Clio RS,80,00:12:01.9,+00:03:00.1,12
61, Gilles MICHELLIER Christophe RICHARD,Peugeot 208 Rally4,79,00:12:12.5,+00:03:10.7,12
62, Lilian VIALLE Manuel GHIRARDELLO,Renault Clio RS Line,83,00:12:13.6,+00:03:11.8,12
63, Christophe BERARD Christophe BERNABO,Renault Clio RS Line,85,00:12:44.5,+00:03:42.7,12
64, Grégory DAL ZOTTO Hervé DUBREUIL,Peugeot 208 Rally4,70,00:12:55.6,+00:03:53.8,12
65, Jérémie MALLARD Alexis MAREST-CECCALDI,Ford Fiesta,72,00:13:42.4,+00:04:40.6,12
66, Marc DESSI Pamela DESSI,Renault Clio RS Line,86,00:13:47.6,+00:04:45.8,12
67, Jean-Paul PALMERO Mattia PASTORINO,Peugeot 208 Rally4,81,00:14:19.7,+00:05:17.9,12
68, Giorgio MARAZZATO Elisa SOMMARIVA,Peugeot 208,77,00:17:00.4,+00:07:58.6,12
69, Pierre-Louis LOUBET Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:19:01.8,+00:10:00,12
70, Joshua MCERLEAN John ROWAN,Hyundai i20 N,31,00:19:26.8,+00:10:25,12
71, Daniel ALONSO Adrián PÉREZ,Citroen C3,41,00:29:26.7,+00:20:24.9,12
72, Richard FRAU Stephane MARQUEZ,Alpine A110,63,,+,12
73, Jonathan HIRSCHI Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,12
