Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
39, Jean Charles ALBERTINI Patrick CHIAPPE,Skoda Fabia Evo,56,00:09:59.5,+00:01:28.8,5
40, Loïc PANAGIOTIS Caroline GODDI,Alpine A110,67,00:09:59.5,+00:01:28.8,5
41, Lorenzo BONTEMPELLI Giovanni PINA,Skoda Fabia Evo,40,00:10:00.7,+00:01:30,5
42, Fabrizio ARENGI Massimiliano BOSI,Skoda Fabia Evo,48,00:10:02.1,+00:01:31.4,5
43, Pierre-Louis LOUBET Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:10:02.6,+00:01:31.9,5
44, Zoltán LÁSZLÓ Gábor ZSIROS,Skoda Fabia Evo,61,00:10:04,+00:01:33.3,5
45, Eric ROYERE Gilbert DINI,Alpine A110,64,00:10:05.5,+00:01:34.8,5
46, Pierre TANCI Sébastien MALET,Skoda Fabia,60,00:10:06.1,+00:01:35.4,5
47, Ghjuvanni ROSSI Maxime MARTINI,Peugeot 208 Rally4,78,00:10:10.3,+00:01:39.6,5
48, Matteo FONTANA Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:10:13.9,+00:01:43.2,5
49, Massimiliano PEDALÀ Denis PICENO,Opel Corsa Rally4,73,00:10:14.1,+00:01:43.4,5
50, Frédéric ROSATI Philippe MARCHETTO,Hyundai i20 N,44,00:10:15.5,+00:01:44.8,5
51, David FERRARO Michel CORNEGLIO,Alpine A110,66,00:10:19.5,+00:01:48.8,5
52, Simone NIBOLI Battista BRUNETTI,Skoda Fabia Evo,46,00:10:23.5,+00:01:52.8,5
53, Wolfgang IRLACHER Elke IRLACHER,Peugeot 208 Rally4,68,00:10:31.1,+00:02:00.4,5
54, Sebastiano CIATO Andrea BUDOIA,Peugeot 208 Rally4,75,00:10:31.8,+00:02:01.1,5
55, Filippo MARCHINO Pietro Elia OMETTO,Skoda Fabia,47,00:10:35.2,+00:02:04.5,5
56, Julien CHARNAY Maxime GOMEZ,Renault Clio RS Line,87,00:10:40.2,+00:02:09.5,5
57, Jérémy PRAT Yves SEMETE,Renault Clio RS Line,82,00:10:44.1,+00:02:13.4,5
58, Nicolas RESSEGAIRE Marina MICHELI,Renault Clio RS Line,84,00:10:44.4,+00:02:13.7,5
59, Gilles MICHELLIER Christophe RICHARD,Peugeot 208 Rally4,79,00:10:45.6,+00:02:14.9,5
60, Lilian VIALLE Manuel GHIRARDELLO,Renault Clio RS Line,83,00:10:47.2,+00:02:16.5,5
61, Jérôme AYMARD Sandrine AYMARD,Renault Clio RS,80,00:10:48.2,+00:02:17.5,5
62, Henk VOSSEN Annemieke HULZEBOS,Ford Fiesta,50,00:11:04.8,+00:02:34.1,5
63, Christophe BERARD Christophe BERNABO,Renault Clio RS Line,85,00:11:10.2,+00:02:39.5,5
64, Richard FRAU Stephane MARQUEZ,Alpine A110,63,00:11:22.9,+00:02:52.2,5
65, Jean-Paul PALMERO Mattia PASTORINO,Peugeot 208 Rally4,81,00:11:45.3,+00:03:14.6,5
66, Silvano PATERA Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:12:00.1,+00:03:29.4,5
67, Marc DESSI Pamela DESSI,Renault Clio RS Line,86,00:12:10.6,+00:03:39.9,5
68, Jérémie MALLARD Alexis MAREST-CECCALDI,Ford Fiesta,72,00:12:16.7,+00:03:46,5
69, Giorgio MARAZZATO Elisa SOMMARIVA,Peugeot 208,77,00:13:06.3,+00:04:35.6,5
70, Olivier BURRI Anderson LEVRATTI,Hyundai i20 N,38,00:18:52.4,+00:10:21.7,5
71, Daniel ALONSO Adrián PÉREZ,Citroen C3,41,00:18:52.4,+00:10:21.7,5
72, Pierre PERGOLA Fabrice CORONA,Volkswagen Polo GTI,62,00:19:24.4,+00:10:53.7,5
73, Grégory DAL ZOTTO Hervé DUBREUIL,Peugeot 208 Rally4,70,00:19:49.8,+00:11:19.1,5
74, Grégory FONTALBA Stéphan HERMET,Alpine A110,65,00:19:59.5,+00:11:28.8,5
