Pos.,Pilote / Co-pilote,Voiture,#,Temps,Écart,ss
33, Philippe BAFFOUN Charlyne QUARTINI,Citroen C3,54,00:14:27.9,+00:02:57.7,14
34, Loïc PANAGIOTIS Caroline GODDI,Alpine A110,67,00:14:29,+00:02:58.8,14
35, Luc PISTACHI Laëtitia AUTHIER,Skoda Fabia Evo,57,00:14:30.7,+00:03:00.5,14
36, Daniel ALONSO Adrián PÉREZ,Citroen C3,41,00:14:33.9,+00:03:03.7,14
37, Jean Charles ALBERTINI Patrick CHIAPPE,Skoda Fabia Evo,56,00:14:39.5,+00:03:09.3,14
38, Matteo FONTANA Alessandro ARNABOLDI,Peugeot 208 Rally4,74,00:14:41,+00:03:10.8,14
39, Jérémy PRAT Yves SEMETE,Renault Clio RS Line,82,00:14:41.6,+00:03:11.4,14
40, Marco BULACIA Axel CORONADO,Skoda Fabia RS,26,00:14:42.9,+00:03:12.7,14
41, Nicolas RESSEGAIRE Marina MICHELI,Renault Clio RS Line,84,00:14:43.8,+00:03:13.6,14
42, Yanis DESANGLES Nicolas THERON,Skoda Fabia,55,00:14:45.2,+00:03:15,14
43, Simone NIBOLI Battista BRUNETTI,Skoda Fabia Evo,46,00:14:50,+00:03:19.8,14
44, Grégory FONTALBA Stéphan HERMET,Alpine A110,65,00:14:50.1,+00:03:19.9,14
45, Ghjuvanni ROSSI Maxime MARTINI,Peugeot 208 Rally4,78,00:14:50.6,+00:03:20.4,14
46, Eamonn BOLAND MJ ,Citroen C3,42,00:14:53.7,+00:03:23.5,14
47, Wolfgang IRLACHER Elke IRLACHER,Peugeot 208 Rally4,68,00:14:59.6,+00:03:29.4,14
48, Eric ROYERE Gilbert DINI,Alpine A110,64,00:15:10.1,+00:03:39.9,14
49, Silvano PATERA Stefano TIRABOSCHI,Skoda Fabia Evo,45,00:15:11.2,+00:03:41,14
50, Zoltán LÁSZLÓ Gábor ZSIROS,Skoda Fabia Evo,61,00:15:12.9,+00:03:42.7,14
51, Massimiliano PEDALÀ Denis PICENO,Opel Corsa Rally4,73,00:15:20.3,+00:03:50.1,14
52, David FERRARO Michel CORNEGLIO,Alpine A110,66,00:15:22.5,+00:03:52.3,14
53, Gilles MICHELLIER Christophe RICHARD,Peugeot 208 Rally4,79,00:15:36.7,+00:04:06.5,14
54, Sebastiano CIATO Andrea BUDOIA,Peugeot 208 Rally4,75,00:15:43.1,+00:04:12.9,14
55, Julien CHARNAY Maxime GOMEZ,Renault Clio RS Line,87,00:15:44.7,+00:04:14.5,14
56, Jérôme AYMARD Sandrine AYMARD,Renault Clio RS,80,00:15:47.5,+00:04:17.3,14
57, Grégory DAL ZOTTO Hervé DUBREUIL,Peugeot 208 Rally4,70,00:16:04.9,+00:04:34.7,14
58, Lilian VIALLE Manuel GHIRARDELLO,Renault Clio RS Line,83,00:16:13.4,+00:04:43.2,14
59, Filippo MARCHINO Pietro Elia OMETTO,Skoda Fabia,47,00:16:20,+00:04:49.8,14
60, Henk VOSSEN Annemieke HULZEBOS,Ford Fiesta,50,00:16:51.6,+00:05:21.4,14
61, Giorgio MARAZZATO Elisa SOMMARIVA,Peugeot 208,77,00:17:03,+00:05:32.8,14
62, Jérémie MALLARD Alexis MAREST-CECCALDI,Ford Fiesta,72,00:17:19.2,+00:05:49,14
63, Christophe BERARD Christophe BERNABO,Renault Clio RS Line,85,00:17:33.9,+00:06:03.7,14
64, Jean-Paul PALMERO Mattia PASTORINO,Peugeot 208 Rally4,81,00:19:13.6,+00:07:43.4,14
65, Pierre-Louis LOUBET Nicolas GILSOUL,Ford Puma Rally1 HYBRID,7,00:21:30.2,+00:10:00,14
66, Joshua MCERLEAN John ROWAN,Hyundai i20 N,31,00:22:03.8,+00:10:33.6,14
67, William CREIGHTON Liam REGAN,Hyundai i20 N,32,00:22:03.8,+00:10:33.6,14
68, Frédéric ROSATI Philippe MARCHETTO,Hyundai i20 N,44,00:22:03.8,+00:10:33.6,14
69, Marc DESSI Pamela DESSI,Renault Clio RS Line,86,00:22:56.4,+00:11:26.2,14
70, Pierre TANCI Sébastien MALET,Skoda Fabia,60,00:23:28.4,+00:11:58.2,14
71, Baudouin BAUGÉ Nicolas BLANC,Peugeot 208 Rally4,71,00:24:07.2,+00:12:37,14
72, Richard FRAU Stephane MARQUEZ,Alpine A110,63,,+,14
73, Jonathan HIRSCHI Michaël VOLLUZ,Volkswagen Polo GTI,51,,+,14
