Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Gobakis Lefter,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,16,335.71
Poulakis Mihal,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,17,345.7
Stamatakis S. ,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,18,349.36
Manouskos Niko,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,19,351.74
Kapsalakis D. ,C3 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,20,359.63
Massialas Vage,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,21,368.35
Stivaktakis Ar,C6 F2,6,Kritis,21-22/10/2023,Tarmac,Championship,22,387.64
Anapoliotakis ,C1,7,Kritis,21-22/10/2023,Tarmac,Championship,1,285.72
Aligizakis E. ,C1,7,Kritis,21-22/10/2023,Tarmac,Championship,2,285.98
Peroulakis Geo,C2,7,Kritis,21-22/10/2023,Tarmac,Championship,3,295.15999999999997
Ktistakis Dimi,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,4,296.51
Titakis Titos ,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,5,301.0
Kazanas Dimitr,C2,7,Kritis,21-22/10/2023,Tarmac,Championship,6,302.39
Nikolidakis I.,C5 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,7,305.62
Frantzeskakis ,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,8,305.97
Konstantinidis,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,9,307.11
Kafetzakis I. ,C5 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,10,311.06
Kakepakis Gian,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,11,318.85
Perakis A.  - ,C4 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,12,321.83
Mihailakis S. ,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,13,326.05
Maragakis Andr,C4 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,14,326.74
Polias Mihalis,C5 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,15,329.86
Stamatakis S. ,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,16,331.03
Gobakis Lefter,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,17,332.8
Manouskos Niko,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,18,335.61
Poulakis Mihal,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,19,338.93
Massialas Vage,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,20,349.1
Kapsalakis D. ,C3 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,21,355.3
Stivaktakis Ar,C6 F2,7,Kritis,21-22/10/2023,Tarmac,Championship,22,378.41
Aligizakis E. ,C1,8,Kritis,21-22/10/2023,Tarmac,Championship,1,284.1
Anapoliotakis ,C1,8,Kritis,21-22/10/2023,Tarmac,Championship,2,286.21
Peroulakis Geo,C2,8,Kritis,21-22/10/2023,Tarmac,Championship,3,293.86
Ktistakis Dimi,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,4,296.95
Titakis Titos ,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,5,302.38
Konstantinidis,C3 F2,8,Kritis,21-22/10/2023,Tarmac,Championship,6,303.49
