,Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time_Gr,min_time,diff,diff_G,diff_G%,SS.
109,Kondilis Panag,C5 F2,4,Palladio,2/12/2023,Tarmac,Cup,18,143.12,134.87,122.62,20.5,8.25,6.117001557054942,04
115,Avgeropoulos C,C4 F2,5,Palladio,2/12/2023,Tarmac,Cup,1,324.18,324.18,324.18,0.0,0.0,0.0,05
116,Kalaitzian I. ,C4 F2,5,Palladio,2/12/2023,Tarmac,Cup,15,358.24,324.18,324.18,34.06,34.06,10.506508729718059,05
120,Kapralos D.  -,C3 F2,5,Palladio,2/12/2023,Tarmac,Cup,3,335.89,335.89,324.18,11.70999999999998,0.0,0.0,05
121,Margaronis A. ,C3 F2,5,Palladio,2/12/2023,Tarmac,Cup,8,353.25,335.89,324.18,29.069999999999993,17.360000000000014,5.168358688856475,05
122,Moschos A.  - ,C3 F2,5,Palladio,2/12/2023,Tarmac,Cup,10,353.48,335.89,324.18,29.30000000000001,17.590000000000032,5.236833487153542,05
123,Kandiliotis V.,C3 F2,5,Palladio,2/12/2023,Tarmac,Cup,13,356.97,335.89,324.18,32.79000000000002,21.08000000000004,6.2758641221828695,05
124,Pakkos F.  - P,C3 F2,5,Palladio,2/12/2023,Tarmac,Cup,25,419.72,335.89,324.18,95.54000000000002,83.83000000000004,24.95757539670727,05
125,Karathanassis ,C5 F2,5,Palladio,2/12/2023,Tarmac,Cup,4,340.9,340.9,324.18,16.71999999999997,0.0,0.0,05
126,Kondilis Panag,C5 F2,5,Palladio,2/12/2023,Tarmac,Cup,16,364.76,340.9,324.18,40.579999999999984,23.860000000000014,6.999119976532713,05
127,Zois Dimitris ,C5 F2,5,Palladio,2/12/2023,Tarmac,Cup,19,374.7,340.9,324.18,50.51999999999998,33.80000000000001,9.9149310648284,05
130,Rekkas Panange,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,6,349.74,349.74,324.18,25.560000000000002,0.0,0.0,05
131,Rekkas Viktora,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,7,352.90999999999997,349.74,324.18,28.72999999999996,3.169999999999959,0.9063876022187793,05
132,Tiros Nikos  -,C6 F2,5,Palladio,2/12/2023,Tarmac,Cup,11,355.15,349.74,324.18,30.96999999999997,5.409999999999968,1.5468633842282749,05
