Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec,min_time,SS.
Halkias ,4 1600,1,Boiotias,5/3/2023,Gravel,cup,11,556.37,460.9,Boiotias_01
Paradiss,3 2000,1,Boiotias,5/3/2023,Gravel,cup,12,564.72,460.9,Boiotias_01
Davaris ,C2,1,Boiotias,5/3/2023,Gravel,cup,13,571.96,460.9,Boiotias_01
Amaxopou,2 1600,1,Boiotias,5/3/2023,Gravel,cup,14,575.22,460.9,Boiotias_01
Sassos  ,C5 F2,1,Boiotias,5/3/2023,Gravel,cup,15,577.38,460.9,Boiotias_01
Agathokl,C3 F2,1,Boiotias,5/3/2023,Gravel,cup,16,579.04,460.9,Boiotias_01
Panoutso,C5 F2,1,Boiotias,5/3/2023,Gravel,cup,17,580.54,460.9,Boiotias_01
Georgako,4 1600,1,Boiotias,5/3/2023,Gravel,cup,18,583.84,460.9,Boiotias_01
Athanaso,C5 F2,1,Boiotias,5/3/2023,Gravel,cup,19,588.63,460.9,Boiotias_01
Papadimi,4 2000,1,Boiotias,5/3/2023,Gravel,cup,20,589.31,460.9,Boiotias_01
Vorrias ,T1,1,Boiotias,5/3/2023,Gravel,cup,21,589.38,460.9,Boiotias_01
Antoniou,C3 F2,1,Boiotias,5/3/2023,Gravel,cup,22,590.97,460.9,Boiotias_01
Stafilop,3 2000,1,Boiotias,5/3/2023,Gravel,cup,23,593.88,460.9,Boiotias_01
Tsakalos,C5 F2,1,Boiotias,5/3/2023,Gravel,cup,24,594.43,460.9,Boiotias_01
Simetra ,C2,1,Boiotias,5/3/2023,Gravel,cup,25,595.91,460.9,Boiotias_01
Berssis ,T1,1,Boiotias,5/3/2023,Gravel,cup,26,597.67,460.9,Boiotias_01
Basdelis,C3 F2,1,Boiotias,5/3/2023,Gravel,cup,27,600.64,460.9,Boiotias_01
Kyriakop,4 -1300,1,Boiotias,5/3/2023,Gravel,cup,28,604.04,460.9,Boiotias_01
Lymperis,C2,1,Boiotias,5/3/2023,Gravel,cup,29,605.25,460.9,Boiotias_01
Milonas ,C4 F2,1,Boiotias,5/3/2023,Gravel,cup,30,606.04,460.9,Boiotias_01
Giannako,C6 F2,1,Boiotias,5/3/2023,Gravel,cup,31,611.93,460.9,Boiotias_01
Chatziga,C3 F2,1,Boiotias,5/3/2023,Gravel,cup,32,612.12,460.9,Boiotias_01
Dimopoul,C4 F2,1,Boiotias,5/3/2023,Gravel,cup,33,617.2,460.9,Boiotias_01
