Crew,Gr/Cl,ss,Race,date,surface,competition,cou,time_SS_sec
Tsitsigiannis ,C5 F2,4,Kentavros,14/5/2023,Tarmac,Championship,32,
Mossios Ioanni,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,33,
Tiros Nikos  -,C6 F2,4,Kentavros,14/5/2023,Tarmac,Championship,34,
Tsouloftas Ale,C1,5,Kentavros,14/5/2023,Tarmac,Championship,1,353.5
Peroulakis Geo,C2,5,Kentavros,14/5/2023,Tarmac,Championship,2,368.67
Ktistakis Dimi,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,3,375.56
Argiriou Giorg,C2,5,Kentavros,14/5/2023,Tarmac,Championship,4,378.39
Gerodimos Gior,C2,5,Kentavros,14/5/2023,Tarmac,Championship,5,382.62
Korakas Kostas,C2,5,Kentavros,14/5/2023,Tarmac,Championship,6,383.93
Mihos Dimítris,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,7,391.91
Konstantinidis,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,8,392.88
Stergiadis A. ,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,9,398.63
Nomikos Ioanni,C1,5,Kentavros,14/5/2023,Tarmac,Championship,10,400.79
Titakis Titos ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,11,403.17
Vergozissis Ap,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,12,405.28
Vatsos Nikos  ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,13,407.44
Koutsodimos Io,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,14,411.62
Perakis A.  - ,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,15,412.40999999999997
Avramidis A.  ,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,16,413.19
Skoulariotis L,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,17,415.82
Giannoulis D. ,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,18,420.13
Anagnostakis K,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,19,431.17
Vastardis Kost,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,20,434.39
Massialas Vage,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,21,438.86
Manouskos Niko,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,22,447.01
Baxevanakis A.,C6 F2,5,Kentavros,14/5/2023,Tarmac,Championship,23,462.23
Figioris Vassi,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,24,464.73
Diamantis D.  ,C4 F2,5,Kentavros,14/5/2023,Tarmac,Championship,25,467.09000000000003
Anastasiou Mak,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,26,486.72
Xenokostas G. ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,27,501.61
Moschos A.  - ,C3 F2,5,Kentavros,14/5/2023,Tarmac,Championship,28,
Michail Stamat,C5 F2,5,Kentavros,14/5/2023,Tarmac,Championship,29,
