No.,Crew,Group,ss,Race,cou,time_SS_sec
20,Solberg  O,RC2,9,Estonia,9,360.5
23,Mikkelsen ,RC2,9,Estonia,10,362.1
24,Pajari  Sa,RC2,9,Estonia,11,362.4
22,Lindholm  ,RC2,9,Estonia,12,362.8
21,Greensmith,RC2,9,Estonia,13,364.7
25,Kaur  Egon,RC2,9,Estonia,14,364.9
26,Virves  Ro,RC2,9,Estonia,15,365.4
31,McErlean  ,RC2,9,Estonia,16,366.5
27,Bulacia  M,RC2,9,Estonia,17,366.7
28,Linnamäe  ,RC2,9,Estonia,18,366.8
29,Marczyk  M,RC2,9,Estonia,19,367.2
35,Bulacia  B,RC2,9,Estonia,20,369.4
30,Zaldivar  ,RC2,9,Estonia,21,370.6
36,Fernàndez ,RC2,9,Estonia,22,372.1
37,Koik  Prii,RC2,9,Estonia,23,376.1
52,Creighton ,RC3,9,Estonia,24,380.9
34,Martínez  ,RC2,9,Estonia,25,381.4
50,Korhola  B,RC3,9,Estonia,26,384.8
54,Pellier  L,RC3,9,Estonia,27,385.4
58,Munster  G,RC3,9,Estonia,28,385.4
41,Miele  Mau,RC2,9,Estonia,29,385.8
47,Korhonen  ,RC3,9,Estonia,30,387.8
38,Kasari  Ka,RC2,9,Estonia,31,388.8
53,Dominguez ,RC3,9,Estonia,32,390.4
48,Herranen  ,RC3,9,Estonia,33,390.9
49,Türkkan  A,RC3,9,Estonia,34,393.0
40,Kremer  Ar,RC2,9,Estonia,35,394.6
60,Mauro  Ale,RC2,9,Estonia,36,394.9
39,Villanueva,RC2,9,Estonia,37,395.8
62,Kohn  Fili,RC3,9,Estonia,38,397.6
57,Kelly  Eam,RC3,9,Estonia,39,399.9
64,Sei  Karl-,RC4,9,Estonia,40,405.0
56,Rensonnet ,RC3,9,Estonia,41,405.9
63,Vaher  Jas,RC4,9,Estonia,42,408.1
59,Anwar  Ham,RC3,9,Estonia,43,410.8
65,Jürgenson ,RC4,9,Estonia,44,411.0
66,Lempu  Kev,RC4,9,Estonia,45,415.9
55,Blach  Rob,RC3,9,Estonia,46,416.0
51,Cumiskey  ,RC3,9,Estonia,47,418.2
45,Cobbe  Luc,RC2,9,Estonia,48,434.4
67,Uger  Serg,RC2,9,Estonia,49,434.6
69,Rovanperä ,RC1,10,Estonia,1,344.7
11,Neuville  ,RC1,10,Estonia,2,346.7
33,Evans  Elf,RC1,10,Estonia,3,348.1
4,Lappi  Esa,RC1,10,Estonia,4,348.7
8,Tänak  Ott,RC1,10,Estonia,5,351.6
