No.,Crew,Group,ss,Race,cou,time_SS_sec
20,Mikkelsen ,RC2,14,Central European,9,708.6
21,Gryazin  N,RC2,14,Central European,10,715.7
22,Kajetanowi,RC2,14,Central European,11,740.5
36,Shinkai  T,-,14,Central European,12,752.7
35,Arai  Hiro,RC4,14,Central European,13,755.1
26,Fukunaga  ,RC2,14,Central European,14,763.4
28,Boland  Ea,RC2,14,Central European,15,764.4
25,Chwist  Da,RC2,14,Central European,16,765.9
39,Murata  Ko,-,14,Central European,17,789.1
31,Bailey  Ja,RC3,14,Central European,18,812.8
40,Yamamoto  ,-,14,Central European,19,816.0
29,Díaz Aboit,RC2,14,Central European,20,844.9
46,Hagiwara  ,-,14,Central European,21,867.5
47,Irie  Sato,-,14,Central European,22,874.2
37,Sasaki  Ya,-,14,Central European,23,879.1
41,Kunisawa  ,RC5,14,Central European,24,881.9
44,Nakayama  ,-,14,Central European,25,890.4
49,Aihara  Ta,-,14,Central European,26,906.2
48,Shimizu  H,-,14,Central European,27,962.3
23,Kovalainen,RC2,14,Central European,28,1300.2
30,Imai  Sato,RC2,14,Central European,29,1300.2
34,Arai  Tosh,-,14,Central European,30,1352.7
38,Hotta  Mak,-,14,Central European,31,1352.7
45,Takata  Ko,-,14,Central European,32,1352.7
18,Katsuta  T,RC1,15,Central European,1,199.7
69,Rovanperä ,RC1,15,Central European,2,200.1
33,Evans  Elf,RC1,15,Central European,3,201.1
4,Lappi  Esa,RC1,15,Central European,4,201.2
8,Tänak  Ott,RC1,15,Central European,5,201.6
17,Ogier  S. ,RC1,15,Central European,6,202.0
11,Neuville  ,RC1,15,Central European,7,205.3
20,Mikkelsen ,RC2,15,Central European,8,215.0
24,Munster  G,RC2,15,Central European,9,216.3
21,Gryazin  N,RC2,15,Central European,10,218.7
22,Kajetanowi,RC2,15,Central European,11,219.9
26,Fukunaga  ,RC2,15,Central European,12,232.1
36,Shinkai  T,-,15,Central European,13,232.5
35,Arai  Hiro,RC4,15,Central European,14,233.6
28,Boland  Ea,RC2,15,Central European,15,236.5
25,Chwist  Da,RC2,15,Central European,16,241.9
29,Díaz Aboit,RC2,15,Central European,17,254.0
40,Yamamoto  ,-,15,Central European,18,254.2
39,Murata  Ko,-,15,Central European,19,255.3
31,Bailey  Ja,RC3,15,Central European,20,259.0
41,Kunisawa  ,RC5,15,Central European,21,268.1
37,Sasaki  Ya,-,15,Central European,22,276.4
47,Irie  Sato,-,15,Central European,23,292.1
46,Hagiwara  ,-,15,Central European,24,293.0
44,Nakayama  ,-,15,Central European,25,293.6
49,Aihara  Ta,-,15,Central European,26,315.8
48,Shimizu  H,-,15,Central European,27,325.0
23,Kovalainen,RC2,15,Central European,28,815.0
30,Imai  Sato,RC2,15,Central European,29,815.0
34,Arai  Tosh,-,15,Central European,30,832.5
38,Hotta  Mak,-,15,Central European,31,832.5
45,Takata  Ko,-,15,Central European,32,832.5
4,Lappi  Esa,RC1,16,Central European,1,107.0
8,Tänak  Ott,RC1,16,Central European,2,108.5
11,Neuville  ,RC1,16,Central European,3,109.1
18,Katsuta  T,RC1,16,Central European,4,109.6
33,Evans  Elf,RC1,16,Central European,5,109.9
17,Ogier  S. ,RC1,16,Central European,6,110.6
69,Rovanperä ,RC1,16,Central European,7,111.6
20,Mikkelsen ,RC2,16,Central European,8,112.1
21,Gryazin  N,RC2,16,Central European,9,112.5
22,Kajetanowi,RC2,16,Central European,10,113.8
